FECHA,COMBINACIÓN GANADORA,,,,,,COMP.,R.,JOKER
23/02/2017,11,12,17,27,42,48,05,0,1251087
18/02/2017,05,15,19,21,29,39,43,1,8718603
16/02/2017,03,16,25,29,35,40,05,7,6621714
11/02/2017,04,22,36,40,43,47,05,4,6692533
9/02/2017,05,18,30,33,37,45,08,7,5162546
4/02/2017,08,26,31,32,39,42,18,5,4575376
2/02/2017,04,05,17,24,27,28,45,3,4356744
28/01/2017,08,10,22,24,35,47,14,3,1680045
26/01/2017,13,15,20,24,32,38,01,5,4760074
21/01/2017,04,09,15,29,37,45,01,2,9367181
19/01/2017,01,06,23,32,39,48,46,4,0759783
14/01/2017,02,03,06,10,25,43,42,7,0846274
12/01/2017,06,10,32,34,36,48,15,5,7845422
7/01/2017,12,28,32,33,36,49,23,5,9822114
5/01/2017,03,09,12,23,27,49,36,3,1956271
31/12/2016,02,03,14,29,36,40,46,2,4581722
29/12/2016,07,19,28,33,38,45,10,1,7080888
24/12/2016,26,29,31,34,36,40,49,9,2094996
22/12/2016,17,28,31,39,47,49,04,9,8846306
17/12/2016,11,18,31,34,35,45,32,4,4981133
15/12/2016,16,17,21,26,31,38,03,3,2508805
10/12/2016,09,15,25,37,47,49,40,6,5441519
8/12/2016,07,12,13,21,44,46,01,4,6802617
3/12/2016,03,05,08,13,21,43,46,8,3025830
1/12/2016,22,30,33,40,42,45,31,7,4343931
26/11/2016,03,14,15,19,20,28,47,4,4185724
24/11/2016,01,06,10,14,34,46,24,4,1267822
19/11/2016,06,14,15,39,46,48,41,0,4822481
17/11/2016,02,09,16,21,30,31,34,1,5449460
12/11/2016,05,22,26,33,47,48,04,0,8069844
10/11/2016,02,08,15,22,28,48,29,6,6140988
5/11/2016,04,07,14,30,46,49,29,8,0838495
3/11/2016,12,21,29,30,44,46,45,2,0456987
29/10/2016,04,14,16,26,38,47,22,8,8097279
27/10/2016,02,04,22,23,32,35,21,8,9144674
22/10/2016,12,13,15,31,32,43,06,8,4586698
20/10/2016,05,07,15,18,20,21,17,8,7722013
15/10/2016,01,22,27,42,43,49,08,2,3751755
13/10/2016,01,05,18,21,32,36,45,8,6924653
8/10/2016,04,09,20,29,41,49,24,2,7293360
6/10/2016,03,19,23,26,30,41,13,4,2471761
1/10/2016,02,07,16,20,35,42,10,6,8834554
29/09/2016,08,14,28,39,40,42,49,2,6199432
24/09/2016,04,09,21,42,45,48,27,8,5198014
22/09/2016,09,15,18,42,43,49,41,6,6654706
17/09/2016,08,14,20,22,28,32,45,2,9904753
15/09/2016,07,14,24,34,35,40,25,3,4704571
10/09/2016,24,28,34,38,39,44,06,2,8129821
8/09/2016,04,05,07,29,42,46,43,7,0402754
3/09/2016,04,14,30,31,34,44,20,5,7043521
1/09/2016,17,19,21,31,35,48,04,7,6763781
27/08/2016,06,09,14,32,36,45,10,4,6859710
25/08/2016,07,10,16,26,35,40,49,8,5829895
20/08/2016,02,11,17,26,34,40,22,0,3184528
18/08/2016,09,14,22,33,37,39,46,3,3475935
13/08/2016,10,13,24,33,40,45,32,3,2298830
11/08/2016,11,13,20,31,34,40,24,8,4734288
6/08/2016,12,17,30,39,43,47,32,2,8729560
4/08/2016,05,08,12,14,21,28,27,6,0771212
30/07/2016,11,24,28,30,32,34,25,5,7265676
28/07/2016,02,06,10,20,38,40,45,3,7460048
23/07/2016,06,11,12,25,36,46,20,2,0184055
21/07/2016,04,05,22,36,42,47,06,4,8725195
16/07/2016,12,16,28,32,43,45,19,2,3717849
14/07/2016,03,10,17,26,36,41,11,8,0528363
9/07/2016,04,05,37,40,41,45,13,6,5762882
7/07/2016,07,15,20,23,29,34,04,8,9726922
2/07/2016,04,14,15,16,18,40,30,7,9059705
30/06/2016,01,06,30,31,41,43,33,3,7201703
25/06/2016,06,19,21,22,34,37,16,3,6123569
23/06/2016,09,16,20,21,33,41,26,7,4855906
18/06/2016,02,10,14,16,27,44,24,8,8959253
16/06/2016,08,09,15,19,21,49,44,5,1984350
11/06/2016,17,26,36,37,38,46,20,3,9871966
9/06/2016,02,09,10,14,25,41,03,4,0794280
4/06/2016,01,11,14,16,20,41,10,1,4497776
2/06/2016,27,35,38,45,46,47,23,6,3402623
28/05/2016,20,28,30,36,41,46,02,1,1029775
26/05/2016,03,11,13,23,32,47,19,0,6994337
21/05/2016,07,10,13,15,35,38,39,4,3914317
19/05/2016,01,30,40,43,45,48,02,3,8873068
14/05/2016,05,10,12,22,34,35,18,9,8332551
12/05/2016,18,22,23,25,42,44,07,2,4826009
7/05/2016,04,05,16,18,21,36,23,9,5550312
5/05/2016,08,26,42,46,48,49,40,8,7104620
30/04/2016,04,13,31,41,43,48,34,7,1441395
28/04/2016,03,10,33,35,43,44,20,2,3113753
23/04/2016,05,06,08,26,39,40,02,3,9102554
21/04/2016,01,02,06,25,31,44,49,6,0128140
16/04/2016,02,03,12,16,32,40,23,9,0483213
14/04/2016,02,11,27,29,31,48,04,2,4049112
9/04/2016,01,17,25,29,30,40,02,0,9626669
7/04/2016,01,11,22,28,38,44,40,9,9503753
2/04/2016,06,07,15,27,32,40,43,3,7720259
31/03/2016,01,08,10,12,26,27,06,5,5192374
26/03/2016,19,21,28,32,43,48,09,4,9025340
24/03/2016,01,12,13,23,40,43,48,2,6394742
19/03/2016,01,12,21,35,44,45,17,6,4865512
17/03/2016,08,11,12,18,36,44,43,0,6499794
12/03/2016,12,17,23,27,37,40,29,2,5698939
10/03/2016,03,08,24,31,32,49,15,6,7770194
5/03/2016,06,07,11,28,38,45,33,6,6034570
3/03/2016,02,13,14,29,43,45,46,1,0821514
27/02/2016,05,11,20,32,35,43,26,6,2651869
25/02/2016,11,13,17,26,34,48,19,3,9377893
20/02/2016,03,11,17,41,45,47,10,6,7156900
18/02/2016,03,10,28,35,47,49,08,1,8312304
13/02/2016,27,30,34,43,46,49,14,1,4350884
11/02/2016,02,12,18,34,37,46,30,7,6886082
6/02/2016,06,11,20,26,38,46,21,6,2215524
4/02/2016,03,05,22,33,39,40,32,8,3306339
30/01/2016,02,06,11,33,37,46,49,8,6464480
28/01/2016,06,23,30,33,37,44,10,2,2514612
23/01/2016,06,10,24,27,32,45,18,2,2778789
21/01/2016,04,15,17,19,24,37,21,5,2002991
16/01/2016,12,17,19,27,32,48,26,6,2961285
14/01/2016,04,11,19,40,46,49,45,9,5042697
9/01/2016,04,10,12,14,17,47,09,0,2735517
7/01/2016,15,24,31,38,41,46,32,9,4938159
2/01/2016,05,06,08,10,29,37,35,9,1522099
31/12/2015,05,30,33,37,41,42,24,0,2191530
26/12/2015,12,15,20,41,43,47,03,7,8417949
24/12/2015,03,18,26,37,39,42,19,0,6190834
19/12/2015,07,08,15,16,34,35,42,0,1156606
17/12/2015,11,28,34,38,46,49,16,2,8289391
12/12/2015,10,22,30,36,45,47,32,2,1535926
10/12/2015,21,22,32,33,38,42,17,7,9194487
5/12/2015,02,11,13,14,28,46,21,5,9262689
3/12/2015,12,20,23,24,44,48,01,8,4001956
28/11/2015,06,20,22,30,46,47,42,3,0917729
26/11/2015,01,13,18,19,39,45,16,3,2670798
21/11/2015,02,06,29,38,40,46,19,8,9428471
19/11/2015,11,15,25,40,47,48,06,5,9197742
14/11/2015,13,14,15,32,40,49,08,5,4841842
12/11/2015,10,23,25,31,40,46,24,7,0193918
7/11/2015,03,04,20,24,29,49,05,7,0440304
5/11/2015,01,06,25,35,36,41,20,3,4623007
31/10/2015,13,16,24,30,38,48,15,4,2982227
29/10/2015,25,27,33,36,41,45,17,2,6153644
24/10/2015,01,15,20,33,46,47,40,9,9337872
22/10/2015,02,03,08,21,27,41,15,3,5517339
17/10/2015,01,02,11,21,22,44,15,4,0215261
15/10/2015,01,07,21,27,38,46,41,6,5749320
10/10/2015,07,11,22,23,26,30,04,0,9383987
8/10/2015,12,14,21,30,37,40,39,3,1547049
3/10/2015,01,19,21,28,45,48,17,0,1527645
1/10/2015,11,17,30,39,45,49,33,1,8149053
26/09/2015,18,19,26,35,46,49,11,4,8588263
24/09/2015,05,11,19,27,34,46,47,6,2596802
19/09/2015,02,03,12,16,29,37,36,1,6668765
17/09/2015,16,17,23,24,39,42,37,4,4628103
12/09/2015,09,14,19,43,44,48,03,0,2007407
10/09/2015,11,19,22,26,28,30,17,1,5507637
5/09/2015,05,17,21,23,42,46,29,9,1218683
3/09/2015,03,07,15,37,38,46,42,7,8686764
29/08/2015,01,06,41,47,48,49,45,8,4193665
27/08/2015,08,13,24,32,39,42,18,8,9402717
22/08/2015,01,16,25,28,33,38,27,9,6259465
20/08/2015,03,10,12,23,35,39,43,2,2972819
15/08/2015,12,19,24,39,40,42,44,9,1937732
13/08/2015,11,19,25,26,29,30,03,5,7117365
8/08/2015,03,09,13,15,25,28,21,0,9695659
6/08/2015,10,14,17,33,39,46,03,5,1848816
1/08/2015,01,09,16,20,28,31,25,7,9671257
30/07/2015,04,08,13,19,32,46,43,7,6942790
25/07/2015,04,06,12,16,25,43,18,0,4634984
23/07/2015,12,20,28,36,39,45,31,4,6504899
18/07/2015,01,24,30,41,45,46,20,4,7668936
16/07/2015,02,03,04,07,21,38,24,4,3139711
11/07/2015,12,20,22,23,30,44,11,6,6353110
9/07/2015,06,07,14,15,25,43,12,8,6307291
4/07/2015,18,19,28,45,46,49,35,4,6103359
2/07/2015,18,21,32,36,45,46,25,4,0689866
27/06/2015,01,08,10,16,26,32,15,2,7760912
25/06/2015,01,02,07,08,11,42,32,5,9663395
20/06/2015,09,17,21,31,34,41,39,3,4957111
18/06/2015,11,14,19,24,39,43,42,2,2729163
13/06/2015,24,37,40,41,43,46,47,3,5981260
11/06/2015,11,15,21,25,38,44,02,2,5014887
6/06/2015,03,28,30,31,36,41,49,7,0051444
4/06/2015,03,10,13,30,33,47,27,7,7104710
30/05/2015,17,20,27,29,35,40,36,5,7544806
28/05/2015,16,36,41,47,48,49,31,4,6711073
23/05/2015,02,04,06,31,39,42,33,7,0333809
21/05/2015,08,09,18,30,33,49,07,4,9714795
16/05/2015,02,18,20,35,43,44,15,2,1079094
14/05/2015,03,08,12,22,29,49,13,7,7763910
9/05/2015,06,20,30,36,41,49,04,2,2288532
7/05/2015,09,11,14,35,45,47,27,3,8772968
2/05/2015,07,13,36,39,48,49,25,4,4961722
30/04/2015,01,08,10,32,38,40,12,7,7324784
25/04/2015,03,29,33,43,47,48,38,5,9035827
23/04/2015,02,14,16,23,31,49,21,9,3683704
18/04/2015,04,06,17,18,36,38,15,5,1544745
16/04/2015,07,31,32,37,38,47,20,3,8659348
11/04/2015,09,23,24,28,35,41,08,3,5853263
9/04/2015,04,08,13,16,39,46,35,6,9338336
4/04/2015,11,15,16,21,27,33,24,9,0942949
2/04/2015,05,14,18,30,46,48,01,8,5982201
28/03/2015,01,02,07,17,38,49,22,5,4954630
26/03/2015,11,23,35,38,46,49,02,0,4665171
21/03/2015,04,05,11,23,40,44,19,3,5318821
19/03/2015,01,11,15,23,27,30,46,5,6002727
14/03/2015,08,09,32,34,39,47,35,7,2856114
12/03/2015,18,19,30,34,43,45,10,0,7216560
7/03/2015,01,08,09,20,43,45,36,9,4338038
5/03/2015,02,05,21,24,28,44,30,3,1623731
28/02/2015,07,08,22,23,30,48,39,4,0939026
26/02/2015,05,18,20,22,30,37,42,7,8500324
21/02/2015,09,12,14,24,37,40,07,9,5963911
19/02/2015,11,13,20,24,35,38,46,2,6622493
14/02/2015,01,04,12,33,44,47,27,8,2698862
12/02/2015,13,29,35,37,41,49,21,1,9702022
7/02/2015,12,21,28,30,38,42,47,3,1687038
5/02/2015,04,07,32,34,46,49,06,2,7773434
31/01/2015,08,13,23,38,42,48,31,2,0354302
29/01/2015,06,11,12,25,31,43,28,1,5680355
24/01/2015,07,14,16,36,37,47,29,1,2073474
22/01/2015,14,18,20,25,38,44,34,8,4895057
17/01/2015,13,20,22,29,30,48,04,8,8067570
15/01/2015,04,12,13,24,35,43,44,6,3277836
10/01/2015,18,27,37,41,42,49,20,2,8720461
8/01/2015,02,03,10,38,40,43,42,5,2457860
3/01/2015,01,21,22,25,28,30,06,1,3130187
1/01/2015,11,16,23,32,34,49,45,4,9354422
27/12/2014,01,10,21,23,33,47,18,8,1950714
25/12/2014,06,30,32,37,39,44,31,4,5788097
20/12/2014,12,20,22,26,34,40,16,2,9357583
18/12/2014,08,18,31,36,41,43,10,8,1504423
13/12/2014,01,25,27,36,39,42,14,5,9950099
11/12/2014,02,16,36,38,44,49,08,8,8890442
6/12/2014,03,10,11,15,21,37,41,1,3391501
4/12/2014,09,18,22,23,34,35,25,2,1685047
29/11/2014,02,08,25,29,32,37,21,2,0715792
27/11/2014,02,08,22,33,37,42,13,5,0459642
22/11/2014,08,09,10,25,26,31,45,3,9078343
20/11/2014,09,28,31,36,43,46,21,6,1866584
15/11/2014,02,11,30,42,48,49,25,2,6008326
13/11/2014,02,03,31,32,34,39,42,9,1578429
8/11/2014,04,17,32,33,35,37,29,2,2351128
6/11/2014,03,05,18,22,25,30,33,4,2633630
1/11/2014,20,26,33,38,40,48,14,3,9861321
30/10/2014,10,22,28,34,39,41,11,1,5396736
25/10/2014,08,15,23,35,36,37,44,6,6299398
23/10/2014,04,15,22,30,32,41,19,6,4015934
18/10/2014,25,26,28,30,31,40,11,1,5914151
16/10/2014,15,24,29,31,36,41,45,8,6447578
11/10/2014,05,08,30,34,39,41,01,0,8901543
9/10/2014,04,07,14,38,39,42,36,0,0500506
4/10/2014,10,11,24,28,30,39,06,0,0936508
2/10/2014,17,24,29,31,33,43,27,7,0747889
27/09/2014,01,10,13,14,18,24,04,0,4186201
25/09/2014,08,12,18,37,47,49,06,8,3742422
20/09/2014,08,14,24,28,33,49,25,8,8971887
18/09/2014,05,17,24,26,30,44,07,3,8041855
13/09/2014,03,12,13,18,38,44,34,2,9509483
11/09/2014,02,05,07,09,20,24,46,7,0048988
6/09/2014,02,12,22,31,33,44,36,9,1560820
4/09/2014,17,23,29,30,31,37,41,2,7369313
30/08/2014,09,12,19,24,32,40,04,3,0462960
28/08/2014,23,27,30,37,39,46,06,8,7170688
23/08/2014,03,18,27,28,32,45,23,0,0030770
21/08/2014,02,06,08,21,26,43,18,5,5999121
16/08/2014,07,19,38,41,43,46,25,3,1488778
14/08/2014,16,19,25,26,33,46,49,7,4798432
9/08/2014,02,04,08,22,24,39,37,1,5630429
7/08/2014,16,20,28,36,40,44,12,9,7976156
2/08/2014,02,32,37,44,45,49,14,6,5577635
31/07/2014,02,18,40,42,43,46,45,8,0415033
26/07/2014,02,06,09,16,17,45,23,9,5493586
24/07/2014,10,21,26,33,34,47,36,4,7976842
19/07/2014,03,12,21,37,42,47,38,3,1227630
17/07/2014,04,18,23,26,28,37,21,1,4860139
12/07/2014,09,11,12,20,27,43,34,6,0029189
10/07/2014,11,17,18,29,38,40,24,1,0507227
5/07/2014,03,06,14,41,43,45,10,1,4220420
3/07/2014,01,06,07,15,35,39,44,0,7627657
28/06/2014,15,18,30,39,45,46,41,9,1139778
26/06/2014,05,14,17,41,42,49,02,4,7523669
21/06/2014,03,06,35,36,39,49,24,8,2061603
19/06/2014,02,08,09,12,44,47,36,9,6580228
14/06/2014,05,06,19,40,41,43,26,0,8419479
12/06/2014,24,30,31,32,43,47,07,9,7985359
7/06/2014,13,17,19,20,22,29,25,1,4832487
5/06/2014,10,15,16,19,20,48,28,7,3282114
31/05/2014,04,12,14,30,42,43,36,5,4061898
29/05/2014,03,05,12,34,46,49,27,3,2749430
24/05/2014,21,33,36,38,45,47,08,4,9481909
22/05/2014,07,13,22,26,36,49,15,7,5847986
17/05/2014,03,07,33,37,47,49,06,1,4848318
15/05/2014,03,14,18,23,28,45,37,0,0349096
10/05/2014,05,15,17,23,33,37,16,6,4513006
8/05/2014,11,14,22,26,38,44,42,0,5492900
3/05/2014,04,05,14,16,45,49,37,1,8117455
1/05/2014,09,23,27,33,38,44,37,9,7957751
26/04/2014,01,02,09,18,38,48,06,0,4919783
24/04/2014,03,12,19,26,42,48,22,7,0581318
19/04/2014,11,17,27,29,40,45,44,6,6016197
17/04/2014,09,11,14,23,28,47,15,6,7636026
12/04/2014,04,13,19,22,24,27,01,5,8800731
10/04/2014,05,06,12,17,24,32,18,4,3904359
5/04/2014,09,13,30,36,37,45,16,6,2181348
3/04/2014,13,15,18,22,41,48,06,8,8296268
29/03/2014,06,14,30,41,43,49,36,6,7723370
27/03/2014,05,11,22,29,32,37,08,4,4469569
22/03/2014,07,12,18,27,32,34,25,6,1830129
20/03/2014,04,07,12,14,15,49,32,6,9335227
15/03/2014,05,13,14,19,20,37,44,1,1796418
13/03/2014,03,12,22,23,25,43,09,1,5322772
8/03/2014,11,20,23,28,31,43,27,7,5584675
6/03/2014,02,12,27,33,38,41,01,5,2563761
1/03/2014,02,17,19,20,21,26,41,7,5794643
27/02/2014,10,29,31,36,38,46,08,8,9819006
22/02/2014,04,15,25,30,39,44,31,8,8080315
20/02/2014,01,04,17,27,34,49,13,6,1189859
15/02/2014,17,31,35,36,48,49,21,5,7396940
13/02/2014,01,15,18,34,45,46,20,7,6363157
8/02/2014,04,07,22,29,30,40,33,8,7153151
6/02/2014,04,23,32,36,37,46,03,7,4340692
1/02/2014,09,13,27,28,31,34,11,2,8771941
30/01/2014,02,03,18,33,36,41,04,8,7593955
25/01/2014,03,06,07,21,34,49,35,1,1377829
23/01/2014,05,24,34,45,47,49,14,0,8167046
18/01/2014,01,03,24,27,36,46,12,5,7778821
16/01/2014,07,09,12,13,29,48,46,5,3302634
11/01/2014,09,16,27,35,43,46,34,9,0219556
9/01/2014,13,15,30,32,41,45,43,8,5079798
4/01/2014,11,13,16,18,43,45,49,9,8847145
2/01/2014,21,33,35,37,41,42,38,1,7160935
28/12/2013,01,19,33,38,43,47,03,3,4499533
26/12/2013,12,25,31,32,36,49,28,3,5981396
21/12/2013,04,09,37,38,40,43,44,2,7449573
19/12/2013,16,23,33,38,47,49,46,6,0706565
14/12/2013,12,16,23,27,28,41,31,7,5897208
12/12/2013,13,24,28,30,43,44,23,1,8796672
7/12/2013,12,15,16,19,20,39,30,0,2721920
5/12/2013,01,02,04,05,26,36,24,1,6387357
30/11/2013,17,20,28,34,35,45,26,9,1828571
28/11/2013,12,15,28,37,42,49,47,8,7900214
23/11/2013,07,12,15,23,39,46,49,7,8798973
21/11/2013,07,09,34,43,44,47,27,5,6038118
16/11/2013,01,10,31,32,34,45,41,1,6480119
14/11/2013,02,09,20,39,42,48,03,6,0904655
9/11/2013,02,11,27,32,35,40,04,6,5674003
7/11/2013,28,30,32,33,37,42,39,5,1302883
2/11/2013,05,07,26,32,44,45,35,1,6654328
31/10/2013,07,33,35,36,39,40,14,4,7770097
26/10/2013,08,09,12,20,34,41,25,8,2857638
24/10/2013,10,22,34,37,38,47,18,9,5694998
19/10/2013,20,22,29,32,45,48,37,8,8000423
17/10/2013,02,11,14,21,30,48,26,0,6165688
12/10/2013,07,13,19,30,33,41,10,5,2687199
10/10/2013,05,06,40,45,46,48,19,1,2459821
5/10/2013,06,07,12,23,37,49,40,4,0730017
3/10/2013,08,17,20,29,35,37,09,8,8690822
28/09/2013,04,28,29,33,42,47,10,9,2690120
26/09/2013,20,23,28,29,36,37,26,6,8847438
21/09/2013,06,10,21,24,33,36,32,2,0407178
19/09/2013,14,15,30,34,37,48,45,1,5250954
